Sorting,caseID,Activity Name,Timestamp
2685,293,Package Shipped by Road,2021-08-12 4:17:28
2686,293,Package Received at Warehouse,2021-08-15 10:28:20
2687,293,Package Transferred to Store,2021-08-15 17:56:23
2688,293,Package Received at Store,2021-08-16 20:08:58
2689,294,Purchase Requisition Created,2020-05-29 8:50:00
2690,294,Purchase Order Reviewed,2020-05-29 8:50:00
2691,294,Purchase Order Approved,2020-05-31 16:28:35
2692,294,Negotiations with Vendor,2020-05-31 22:33:48
2693,294,Order Placed with Vendor,2020-06-03 13:51:43
2694,294,Vendor Ships Package from Warehouse,2020-06-03 20:43:59
2695,294,Package Picked Up by Carrier,2020-06-08 1:59:55
2696,294,Package Shipped by Sea,2020-06-08 21:55:24
2697,294,Parcel Received at Customs,2020-06-23 0:59:16
2698,294,Customs Denied,2020-06-23 19:01:32
2699,294,Package Shipped Back to Vendor,2020-06-24 2:44:34
2700,295,Purchase Requisition Created,2021-09-09 3:18:00
2701,295,Purchase Order Reviewed,2021-09-09 3:18:00
2702,295,Purchase Order Approved,2021-09-13 16:00:47
2703,295,Negotiations with Vendor,2021-09-13 22:22:40
2704,295,Order Placed with Vendor,2021-09-16 22:29:31
2705,295,Vendor Ships Package from Warehouse,2021-09-17 5:48:08
2706,295,Package Picked Up by Carrier,2021-09-19 9:42:27
2707,295,Package Shipped by Sea,2021-09-20 9:36:39
2708,295,Parcel Received at Customs,2021-10-01 4:34:31
2709,295,Customs Approved,2021-10-01 20:53:56
2710,295,Package Received at Store,2021-10-02 1:38:50
2711,296,Purchase Requisition Created,2021-12-23 10:30:00
2712,296,Purchase Order Reviewed,2021-12-23 10:30:00
2713,296,Purchase Order Approved,2021-12-25 0:47:34
2714,296,Negotiations with Vendor,2021-12-25 4:07:51
2715,296,Order Placed with Vendor,2021-12-27 12:02:21
2716,296,Vendor Ships Package from Warehouse,2021-12-27 17:39:05
2717,296,Order Cancelled,2021-12-29 3:23:29
2718,297,Purchase Requisition Created,2021-06-25 17:22:00
2719,297,Purchase Order Reviewed,2021-06-25 17:22:00
2720,297,Purchase Order Approved,2021-06-27 2:39:06
2721,297,Negotiations with Vendor,2021-06-27 10:18:41
2722,297,Order Placed with Vendor,2021-06-30 3:44:15
2723,297,Vendor Ships Package from Warehouse,2021-06-30 5:45:39
2724,297,Package Picked Up by Carrier,2021-07-01 6:55:24
2725,297,Package Shipped by Sea,2021-07-02 5:46:34
2726,297,Parcel Received at Customs,2021-07-17 1:13:56
2727,297,Customs Approved,2021-07-17 22:30:59
2728,297,Package Received at Warehouse,2021-07-18 2:09:03
2729,297,Package Transferred to Store,2021-07-18 10:05:35
2730,297,Package Received at Store,2021-07-19 14:36:24
2731,298,Purchase Requisition Created,2021-07-18 2:10:00
2732,298,Purchase Order Reviewed,2021-07-18 2:10:00
2733,298,Purchase Order Approved,2021-07-19 23:36:28
2734,298,Order Placed with Vendor,2021-07-20 6:15:12
2735,298,Vendor Ships Package from Warehouse,2021-07-20 10:52:22
2736,298,Package Picked Up by Carrier,2021-07-24 9:16:51
2737,298,Package Shipped by Sea,2021-07-25 18:17:34
2738,298,Parcel Received at Customs,2021-08-12 14:44:49
2739,298,Customs Approved,2021-08-13 9:00:25
2740,298,Package Received at Warehouse,2021-08-13 12:05:44
2741,298,Package Transferred to Store,2021-08-13 21:45:31
2742,298,Package Received at Store,2021-08-14 23:54:39
2743,299,Purchase Requisition Created,2021-04-24 19:48:00
2744,299,Purchase Order Reviewed,2021-04-24 19:48:00
2745,299,Purchase Order Approved,2021-04-29 4:32:54
2746,299,Negotiations with Vendor,2021-04-29 5:45:23
2747,299,Order Placed with Vendor,2021-05-01 21:30:07
2748,299,Vendor Ships Package from Warehouse,2021-05-02 1:36:19
2749,299,Package Picked Up by Carrier,2021-05-04 22:57:23
2750,299,Order Cancelled,2021-05-06 0:34:31
2751,300,Purchase Requisition Created,2021-12-18 0:52:00
2752,300,Purchase Order Reviewed,2021-12-18 0:52:00
2753,300,Purchase Order Approved,2021-12-21 7:12:49
2754,300,Negotiations with Vendor,2021-12-21 12:11:12
2755,300,Order Placed with Vendor,2021-12-23 14:14:52
2756,300,Vendor Ships Package from Warehouse,2021-12-23 18:59:18
2757,300,Package Picked Up by Carrier,2021-12-27 17:21:32
2758,300,Package Shipped by Sea,2021-12-28 5:40:54
2759,300,Parcel Received at Customs,2022-01-12 8:01:31
2760,300,Customs Approved,2022-01-13 1:39:53
2761,300,Package Received at Warehouse,2022-01-13 6:12:35
2762,300,Package Transferred to Store,2022-01-13 15:23:36
2763,300,Package Received at Store,2022-01-14 22:34:54
2764,301,Purchase Requisition Created,2021-08-16 21:04:00
2765,301,Purchase Order Reviewed,2021-08-16 21:04:00
2766,301,Purchase Order Approved,2021-08-21 16:13:22
2767,301,Order Placed with Vendor,2021-08-21 23:16:05
2768,301,Vendor Ships Package from Warehouse,2021-08-22 3:53:04
2769,301,Package Picked Up by Carrier,2021-08-26 17:59:18
2770,301,Package Shipped by Sea,2021-08-27 16:52:19
2771,301,Parcel Received at Customs,2021-09-10 10:34:35
2772,301,Customs Denied,2021-09-11 8:57:39
2773,301,Package Shipped Back to Vendor,2021-09-11 14:13:20
2774,302,Purchase Requisition Created,2020-04-28 18:34:00
2775,302,Purchase Order Reviewed,2020-04-28 18:34:00
2776,302,Purchase Order Approved,2020-04-29 21:11:55
2777,302,Negotiations with Vendor,2020-04-30 2:27:21
2778,302,Order Placed with Vendor,2020-05-02 6:21:42
2779,302,Vendor Ships Package from Warehouse,2020-05-02 13:17:59
2780,302,Order Cancelled,2020-05-05 21:04:01
2781,303,Purchase Requisition Created,2020-02-10 22:38:00
2782,303,Purchase Order Reviewed,2020-02-10 22:38:00
2783,303,Purchase Order Approved,2020-02-13 23:34:06
2784,303,Order Placed with Vendor,2020-02-14 6:38:41
2785,303,Vendor Ships Package from Warehouse,2020-02-14 11:05:34
2786,303,Package Picked Up by Carrier,2020-02-16 23:08:11
2787,303,Package Shipped by Road,2020-02-18 8:55:46
2788,303,Package Received at Store,2020-02-21 3:48:58
2789,304,Purchase Requisition Created,2020-03-18 21:58:00
2790,304,Purchase Order Reviewed,2020-03-18 21:58:00
2791,304,Purchase Order Approved,2020-03-22 0:05:43
2792,304,Negotiations with Vendor,2020-03-22 1:31:42
2793,304,Order Placed with Vendor,2020-03-27 0:54:10
2794,304,Vendor Ships Package from Warehouse,2020-03-27 6:41:26
2795,304,Package Picked Up by Carrier,2020-03-29 5:58:10
2796,304,Package Shipped by Road,2020-03-30 2:05:32
2797,304,Package Received at Store,2020-04-02 4:39:37
2798,305,Purchase Requisition Created,2021-02-17 15:36:00
2799,305,Purchase Order Reviewed,2021-02-17 15:36:00
2800,305,Purchase Order Approved,2021-02-19 14:20:05
2801,305,Negotiations with Vendor,2021-02-19 19:08:50
2802,305,Order Placed with Vendor,2021-02-22 3:20:06
2803,305,Vendor Ships Package from Warehouse,2021-02-22 7:59:45
2804,305,Package Picked Up by Carrier,2021-02-25 1:02:08
2805,305,Package Shipped by Sea,2021-02-26 2:55:40
2806,305,Parcel Received at Customs,2021-03-14 8:26:09
2807,305,Customs Approved,2021-03-14 21:43:04
2808,305,Package Received at Store,2021-03-15 1:17:00
2809,306,Purchase Requisition Created,2020-10-18 0:14:00
2810,306,Purchase Order Reviewed,2020-10-18 0:14:00
2811,306,Purchase Order Approved,2020-10-20 0:33:28
2812,306,Negotiations with Vendor,2020-10-20 7:57:10
2813,306,Order Placed with Vendor,2020-10-22 17:00:20
2814,306,Vendor Ships Package from Warehouse,2020-10-22 22:11:12
2815,306,Package Picked Up by Carrier,2020-10-24 6:31:23
2816,306,Package Shipped by Sea,2020-10-25 9:35:09
2817,306,Parcel Received at Customs,2020-11-11 1:05:36
2818,306,Customs Denied,2020-11-11 16:40:54
2819,306,Package Shipped Back to Vendor,2020-11-12 6:21:05
2820,307,Purchase Requisition Created,2020-10-01 22:14:00
2821,307,Purchase Order Reviewed,2020-10-01 22:14:00
2822,307,Purchase Order Approved,2020-10-03 8:26:37
2823,307,Negotiations with Vendor,2020-10-03 11:15:53
2824,307,Order Placed with Vendor,2020-10-07 7:15:26
2825,307,Vendor Ships Package from Warehouse,2020-10-07 9:18:44
2826,307,Package Picked Up by Carrier,2020-10-11 0:57:33
2827,307,Package Shipped by Sea,2020-10-12 8:32:14
2828,307,Parcel Received at Customs,2020-10-26 12:44:17
2829,307,Customs Approved,2020-10-27 9:05:42
2830,307,Package Received at Warehouse,2020-10-27 14:34:48
2831,307,Package Transferred to Store,2020-10-28 0:09:54
2832,307,Package Received at Store,2020-10-29 12:06:36
2833,308,Purchase Requisition Created,2021-09-02 23:52:00
2834,308,Purchase Order Reviewed,2021-09-02 23:52:00
2835,308,Purchase Order Approved,2021-09-07 23:28:45
2836,308,Order Placed with Vendor,2021-09-08 3:13:22
2837,308,Vendor Ships Package from Warehouse,2021-09-08 8:20:01
2838,308,Package Picked Up by Carrier,2021-09-11 21:01:02
2839,308,Package Shipped by Sea,2021-09-12 23:39:55
2840,308,Parcel Received at Customs,2021-09-28 16:13:42
2841,308,Customs Approved,2021-09-29 9:53:37
2842,308,Package Received at Warehouse,2021-09-29 14:56:30
2843,308,Package Transferred to Store,2021-09-29 23:00:29
2844,308,Package Received at Store,2021-10-01 7:28:39
2845,309,Purchase Requisition Created,2021-09-12 18:36:00
2846,309,Purchase Order Reviewed,2021-09-12 18:36:00
2847,309,Purchase Order Approved,2021-09-16 14:02:24
2848,309,Order Placed with Vendor,2021-09-16 18:12:55
2849,309,Vendor Ships Package from Warehouse,2021-09-16 22:58:14
2850,309,Package Picked Up by Carrier,2021-09-21 8:03:02
2851,309,Order Cancelled,2021-09-21 22:59:15
2852,310,Purchase Requisition Created,2021-06-27 11:52:00
2853,310,Purchase Order Reviewed,2021-06-27 11:52:00
2854,310,Purchase Order Approved,2021-06-30 20:36:01
2855,310,Negotiations with Vendor,2021-07-01 2:11:12
2856,310,Order Placed with Vendor,2021-07-04 7:28:52
2857,310,Vendor Ships Package from Warehouse,2021-07-04 15:17:13
2858,310,Package Picked Up by Carrier,2021-07-06 14:08:50
2859,310,Package Shipped by Road,2021-07-07 20:56:16
2860,310,Package Received at Warehouse,2021-07-10 15:56:31
2861,310,Package Transferred to Store,2021-07-10 20:56:54
2862,310,Package Received at Store,2021-07-12 0:29:28
2863,311,Purchase Requisition Created,2020-06-28 7:50:00
2864,311,Purchase Order Reviewed,2020-06-28 7:50:00
2865,311,Purchase Order Approved,2020-06-30 17:08:32
2866,311,Order Placed with Vendor,2020-06-30 18:55:43
2867,311,Vendor Ships Package from Warehouse,2020-07-01 0:55:51
2868,311,Package Picked Up by Carrier,2020-07-04 15:00:51
2869,311,Package Shipped by Road,2020-07-05 11:23:16
2870,311,Package Received at Store,2020-07-08 5:52:18
2871,312,Purchase Requisition Created,2020-07-20 12:44:00
2872,312,Purchase Order Reviewed,2020-07-20 12:44:00
2873,312,Purchase Order Approved,2020-07-24 14:01:33
2874,312,Order Placed with Vendor,2020-07-24 15:41:19
2875,312,Vendor Ships Package from Warehouse,2020-07-24 22:37:14
2876,312,Package Picked Up by Carrier,2020-07-26 19:08:17
2877,312,Package Shipped by Sea,2020-07-28 2:57:44
2878,312,Parcel Received at Customs,2020-08-12 4:26:57
2879,312,Customs Approved,2020-08-12 16:27:49
2880,312,Package Received at Warehouse,2020-08-12 20:00:09
2881,312,Package Transferred to Store,2020-08-13 1:49:08
2882,312,Package Received at Store,2020-08-14 11:34:08
2883,313,Purchase Requisition Created,2021-04-28 11:12:00
2884,313,Purchase Order Reviewed,2021-04-28 11:12:00
2885,313,Purchase Order Approved,2021-05-02 3:08:18
2886,313,Order Placed with Vendor,2021-05-02 4:40:08
2887,313,Vendor Ships Package from Warehouse,2021-05-02 7:07:15
2888,313,Package Picked Up by Carrier,2021-05-04 18:18:30
2889,313,Package Shipped by Sea,2021-05-05 17:47:25
2890,313,Parcel Received at Customs,2021-05-19 4:21:59
2891,313,Customs Approved,2021-05-19 16:41:52
2892,313,Package Received at Warehouse,2021-05-19 19:52:19
2893,313,Package Transferred to Store,2021-05-20 0:53:37
2894,313,Package Received at Store,2021-05-21 12:39:04
2895,314,Purchase Requisition Created,2020-09-02 9:16:00
2896,314,Purchase Order Reviewed,2020-09-02 9:16:00
2897,314,Purchase Order Approved,2020-09-05 8:40:42
2898,314,Negotiations with Vendor,2020-09-05 11:45:43
2899,314,Order Cancelled,2020-09-07 4:33:12
2900,315,Purchase Requisition Created,2020-04-01 1:40:00
2901,315,Purchase Order Reviewed,2020-04-01 1:40:00
2902,315,Purchase Order Approved,2020-04-05 22:33:15
2903,315,Order Placed with Vendor,2020-04-06 4:41:51
2904,315,Vendor Ships Package from Warehouse,2020-04-06 7:08:56
2905,315,Package Picked Up by Carrier,2020-04-07 9:58:34
2906,315,Package Shipped by Sea,2020-04-08 2:33:27
2907,315,Parcel Received at Customs,2020-04-18 8:56:27
2908,315,Customs Denied,2020-04-18 21:48:30
2909,315,Package Shipped Back to Vendor,2020-04-19 3:50:52
2910,316,Purchase Requisition Created,2021-02-27 4:54:00
2911,316,Purchase Order Reviewed,2021-02-27 4:54:00
2912,316,Purchase Order Approved,2021-03-03 0:29:11
2913,316,Negotiations with Vendor,2021-03-03 5:14:47
2914,316,Order Placed with Vendor,2021-03-06 5:09:59
2915,316,Vendor Ships Package from Warehouse,2021-03-06 12:32:24
2916,316,Package Picked Up by Carrier,2021-03-11 5:59:50
2917,316,Package Shipped by Air,2021-03-12 8:34:38
2918,316,Parcel Received at Customs,2021-03-14 1:07:35
2919,316,Customs Denied,2021-03-14 16:50:56
2920,316,Package Shipped Back to Vendor,2021-03-15 12:30:59
2921,317,Purchase Requisition Created,2021-10-12 22:12:00
2922,317,Purchase Order Reviewed,2021-10-12 22:12:00
2923,317,Purchase Order Approved,2021-10-14 6:39:58
2924,317,Negotiations with Vendor,2021-10-14 11:46:10
2925,317,Order Placed with Vendor,2021-10-18 20:55:19
2926,317,Vendor Ships Package from Warehouse,2021-10-19 0:51:57
2927,317,Package Picked Up by Carrier,2021-10-23 15:51:13
2928,317,Package Shipped by Road,2021-10-24 1:57:36
2929,317,Package Received at Warehouse,2021-10-26 14:26:06
2930,317,Package Transferred to Store,2021-10-26 20:29:22
2931,317,Package Received at Store,2021-10-27 20:46:09
2932,318,Purchase Requisition Created,2020-12-25 12:16:00
2933,318,Purchase Order Reviewed,2020-12-25 12:16:00
2934,318,Purchase Order Approved,2020-12-29 5:50:38
2935,318,Order Placed with Vendor,2020-12-29 11:49:20
2936,318,Vendor Ships Package from Warehouse,2020-12-29 18:51:48
2937,318,Package Picked Up by Carrier,2021-01-03 12:46:07
2938,318,Package Shipped by Road,2021-01-04 22:09:07
2939,318,Package Received at Store,2021-01-08 5:52:02
2940,319,Purchase Requisition Created,2020-07-31 1:12:00
2941,319,Purchase Order Reviewed,2020-07-31 1:12:00
2942,319,Purchase Order Approved,2020-08-04 21:23:31
2943,319,Negotiations with Vendor,2020-08-05 1:27:35
2944,319,Order Placed with Vendor,2020-08-07 12:36:23
2945,319,Vendor Ships Package from Warehouse,2020-08-07 15:37:23
2946,319,Package Picked Up by Carrier,2020-08-12 12:26:54
2947,319,Package Shipped by Road,2020-08-13 2:48:23
2948,319,Package Received at Warehouse,2020-08-15 21:45:37
2949,319,Package Transferred to Store,2020-08-16 6:24:17
2950,319,Package Received at Store,2020-08-17 12:22:50
2951,320,Purchase Requisition Created,2021-06-04 5:08:00
2952,320,Purchase Order Reviewed,2021-06-04 5:08:00
2953,320,Purchase Order Approved,2021-06-08 5:43:38
2954,320,Order Placed with Vendor,2021-06-08 13:32:31
2955,320,Vendor Ships Package from Warehouse,2021-06-08 20:23:25
2956,320,Package Picked Up by Carrier,2021-06-10 9:50:04
2957,320,Package Shipped by Sea,2021-06-11 3:33:54
2958,320,Parcel Received at Customs,2021-06-24 8:10:42
2959,320,Customs Approved,2021-06-25 3:23:09
2960,320,Package Received at Store,2021-06-25 7:03:07
2961,321,Purchase Requisition Created,2021-04-24 3:08:00
2962,321,Purchase Order Reviewed,2021-04-24 3:08:00
2963,321,Purchase Order Approved,2021-04-27 10:35:24
2964,321,Order Placed with Vendor,2021-04-27 13:39:12
2965,321,Vendor Ships Package from Warehouse,2021-04-27 16:59:47
2966,321,Package Picked Up by Carrier,2021-04-29 22:08:32
2967,321,Package Shipped by Sea,2021-04-30 16:47:24
2968,321,Parcel Received at Customs,2021-05-11 9:43:34
2969,321,Customs Approved,2021-05-12 1:21:45
2970,321,Package Received at Store,2021-05-12 5:59:22
2971,322,Purchase Requisition Created,2020-01-23 5:54:00
2972,322,Purchase Order Reviewed,2020-01-23 5:54:00
2973,322,Purchase Order Approved,2020-01-27 6:26:33
2974,322,Negotiations with Vendor,2020-01-27 8:15:27
2975,322,Order Placed with Vendor,2020-01-30 6:58:09
2976,322,Vendor Ships Package from Warehouse,2020-01-30 10:27:24
2977,322,Order Cancelled,2020-02-03 8:04:20
2978,323,Purchase Requisition Created,2021-09-24 2:44:00
2979,323,Purchase Order Reviewed,2021-09-24 2:44:00
2980,323,Purchase Order Approved,2021-09-26 21:46:54
2981,323,Negotiations with Vendor,2021-09-27 2:46:53
2982,323,Order Placed with Vendor,2021-09-28 16:16:56
2983,323,Vendor Ships Package from Warehouse,2021-09-28 20:43:21
2984,323,Order Cancelled,2021-09-29 22:23:07
2985,324,Purchase Requisition Created,2020-04-03 2:16:00
2986,324,Purchase Order Reviewed,2020-04-03 2:16:00
2987,324,Purchase Order Approved,2020-04-04 19:23:28
2988,324,Order Placed with Vendor,2020-04-04 21:25:18
2989,324,Vendor Ships Package from Warehouse,2020-04-05 2:38:04
2990,324,Package Picked Up by Carrier,2020-04-09 10:14:17
2991,324,Package Shipped by Sea,2020-04-10 13:15:56
2992,324,Parcel Received at Customs,2020-04-25 14:14:05
2993,324,Customs Denied,2020-04-26 13:36:41
2994,324,Package Shipped Back to Vendor,2020-04-26 22:51:44
2995,325,Purchase Requisition Created,2020-12-11 12:52:00
2996,325,Purchase Order Reviewed,2020-12-11 12:52:00
2997,325,Purchase Order Approved,2020-12-13 10:44:17
2998,325,Negotiations with Vendor,2020-12-13 12:25:40
2999,325,Order Cancelled,2020-12-16 16:16:54
3000,326,Purchase Requisition Created,2021-08-31 9:38:00
3001,326,Purchase Order Reviewed,2021-08-31 9:38:00
3002,326,Purchase Order Approved,2021-09-04 13:52:51
3003,326,Order Placed with Vendor,2021-09-04 18:25:43
3004,326,Vendor Ships Package from Warehouse,2021-09-05 1:25:14
3005,326,Package Picked Up by Carrier,2021-09-09 15:36:12
3006,326,Package Shipped by Sea,2021-09-10 19:48:21
3007,326,Parcel Received at Customs,2021-09-27 10:12:18
3008,326,Customs Approved,2021-09-28 8:48:09
3009,326,Package Received at Warehouse,2021-09-28 13:10:18
3010,326,Package Transferred to Store,2021-09-28 22:40:46
3011,326,Package Received at Store,2021-09-29 23:25:02
3012,327,Purchase Requisition Created,2021-03-06 7:28:00
3013,327,Purchase Order Reviewed,2021-03-06 7:28:00
3014,327,Purchase Order Approved,2021-03-08 10:50:33
3015,327,Order Placed with Vendor,2021-03-08 12:56:48
3016,327,Vendor Ships Package from Warehouse,2021-03-08 20:07:37
3017,327,Package Picked Up by Carrier,2021-03-13 16:20:07
3018,327,Package Shipped by Air,2021-03-14 18:30:56
3019,327,Parcel Received at Customs,2021-03-16 7:30:41
3020,327,Customs Denied,2021-03-17 3:32:06
3021,327,Package Shipped Back to Vendor,2021-03-17 14:36:38
3022,328,Purchase Requisition Created,2020-04-13 14:56:00
3023,328,Purchase Order Reviewed,2020-04-13 14:56:00
3024,328,Purchase Order Approved,2020-04-15 23:04:19
3025,328,Order Placed with Vendor,2020-04-16 4:33:28
3026,328,Vendor Ships Package from Warehouse,2020-04-16 11:29:25
3027,328,Package Picked Up by Carrier,2020-04-17 12:09:22
3028,328,Package Shipped by Sea,2020-04-18 9:38:20
3029,328,Parcel Received at Customs,2020-04-30 5:50:22
3030,328,Customs Approved,2020-05-01 4:45:04
3031,328,Package Received at Warehouse,2020-05-01 9:23:15
3032,328,Package Transferred to Store,2020-05-01 18:24:21
3033,328,Package Received at Store,2020-05-03 2:48:18
3034,329,Purchase Requisition Created,2020-08-07 6:18:00
3035,329,Purchase Order Reviewed,2020-08-07 6:18:00
3036,329,Purchase Order Approved,2020-08-09 3:19:19
3037,329,Order Placed with Vendor,2020-08-09 10:47:34
3038,329,Vendor Ships Package from Warehouse,2020-08-09 17:35:07
3039,329,Package Picked Up by Carrier,2020-08-11 16:40:45
3040,329,Package Shipped by Air,2020-08-13 3:43:33
3041,329,Parcel Received at Customs,2020-08-14 16:38:02
3042,329,Customs Denied,2020-08-15 10:08:10
3043,329,Package Shipped Back to Vendor,2020-08-15 16:57:13
3044,330,Purchase Requisition Created,2020-02-10 19:58:00
3045,330,Purchase Order Reviewed,2020-02-10 19:58:00
3046,330,Purchase Order Approved,2020-02-12 16:17:26
3047,330,Order Placed with Vendor,2020-02-12 20:20:19
3048,330,Vendor Ships Package from Warehouse,2020-02-12 23:35:03
3049,330,Package Picked Up by Carrier,2020-02-16 9:01:51
3050,330,Package Shipped by Air,2020-02-17 8:11:16
3051,330,Parcel Received at Customs,2020-02-18 22:16:17
3052,330,Customs Approved,2020-02-19 13:22:03
3053,330,Package Received at Store,2020-02-19 18:10:02
3054,331,Purchase Requisition Created,2020-09-10 17:00:00
3055,331,Purchase Order Reviewed,2020-09-10 17:00:00
3056,331,Purchase Order Approved,2020-09-13 2:37:09
3057,331,Order Placed with Vendor,2020-09-13 7:43:28
3058,331,Vendor Ships Package from Warehouse,2020-09-13 13:47:31
3059,331,Order Cancelled,2020-09-15 21:34:08
3060,332,Purchase Requisition Created,2020-10-19 21:10:00
3061,332,Purchase Order Reviewed,2020-10-19 21:10:00
3062,332,Purchase Order Approved,2020-10-24 10:48:47
3063,332,Order Placed with Vendor,2020-10-24 13:50:07
3064,332,Vendor Ships Package from Warehouse,2020-10-24 21:34:56
3065,332,Package Picked Up by Carrier,2020-10-26 11:40:02
3066,332,Package Shipped by Road,2020-10-27 5:14:10
3067,332,Package Received at Warehouse,2020-10-30 12:41:16
3068,332,Package Transferred to Store,2020-10-30 21:47:37
3069,332,Package Received at Store,2020-11-01 7:34:28
3070,333,Purchase Requisition Created,2020-05-08 17:32:00
3071,333,Purchase Order Reviewed,2020-05-08 17:32:00
3072,333,Purchase Order Approved,2020-05-09 19:05:04
3073,333,Negotiations with Vendor,2020-05-09 21:39:08
3074,333,Order Placed with Vendor,2020-05-13 0:00:42
3075,333,Vendor Ships Package from Warehouse,2020-05-13 4:51:12
3076,333,Package Picked Up by Carrier,2020-05-15 11:17:49
3077,333,Package Shipped by Sea,2020-05-16 0:15:54
3078,333,Parcel Received at Customs,2020-05-30 5:59:53
3079,333,Customs Denied,2020-05-30 23:24:44
3080,333,Package Shipped Back to Vendor,2020-05-31 11:37:26
3081,334,Purchase Requisition Created,2020-11-15 4:38:00
3082,334,Purchase Order Reviewed,2020-11-15 4:38:00
3083,334,Purchase Order Approved,2020-11-18 19:41:05
3084,334,Negotiations with Vendor,2020-11-19 3:25:05
3085,334,Order Placed with Vendor,2020-11-24 2:26:44
3086,334,Vendor Ships Package from Warehouse,2020-11-24 5:10:19
3087,334,Package Picked Up by Carrier,2020-11-28 19:54:53
3088,334,Package Shipped by Sea,2020-11-29 14:49:30
3089,334,Parcel Received at Customs,2020-12-19 4:33:02
3090,334,Customs Approved,2020-12-20 0:09:24
3091,334,Package Received at Store,2020-12-20 4:59:38
3092,335,Purchase Requisition Created,2021-08-10 21:54:00
3093,335,Purchase Order Reviewed,2021-08-10 21:54:00
3094,335,Purchase Order Approved,2021-08-13 0:33:57
3095,335,Negotiations with Vendor,2021-08-13 3:42:10
3096,335,Order Placed with Vendor,2021-08-16 0:21:40
3097,335,Vendor Ships Package from Warehouse,2021-08-16 7:50:00
3098,335,Package Picked Up by Carrier,2021-08-17 12:22:57
3099,335,Package Shipped by Road,2021-08-18 3:08:18
3100,335,Package Received at Store,2021-08-21 5:30:28
3101,336,Purchase Requisition Created,2020-04-16 11:18:00
3102,336,Purchase Order Reviewed,2020-04-16 11:18:00
3103,336,Purchase Order Approved,2020-04-17 20:51:16
3104,336,Order Placed with Vendor,2020-04-17 22:06:15
3105,336,Vendor Ships Package from Warehouse,2020-04-18 1:01:26
3106,336,Package Picked Up by Carrier,2020-04-19 8:21:22
3107,336,Package Shipped by Road,2020-04-20 14:53:18
3108,336,Package Received at Store,2020-04-23 9:45:36
3109,337,Purchase Requisition Created,2021-10-22 21:24:00
3110,337,Purchase Order Reviewed,2021-10-22 21:24:00
3111,337,Purchase Order Approved,2021-10-25 20:22:33
3112,337,Order Placed with Vendor,2021-10-26 3:35:43
3113,337,Vendor Ships Package from Warehouse,2021-10-26 7:54:42
3114,337,Package Picked Up by Carrier,2021-10-28 10:59:25
3115,337,Package Shipped by Sea,2021-10-29 5:35:18
3116,337,Parcel Received at Customs,2021-11-16 23:13:39
3117,337,Customs Approved,2021-11-17 18:37:03
3118,337,Package Received at Store,2021-11-18 0:04:49
3119,338,Purchase Requisition Created,2021-11-18 0:54:00
3120,338,Purchase Order Reviewed,2021-11-18 0:54:00
3121,338,Purchase Order Approved,2021-11-21 8:10:04
3122,338,Negotiations with Vendor,2021-11-21 15:17:04
3123,338,Order Cancelled,2021-11-24 21:34:11
3124,339,Purchase Requisition Created,2020-08-24 22:24:00
3125,339,Purchase Order Reviewed,2020-08-24 22:24:00
3126,339,Purchase Order Approved,2020-08-27 16:25:44
3127,339,Negotiations with Vendor,2020-08-27 20:47:34
3128,339,Order Placed with Vendor,2020-08-29 17:40:00
3129,339,Vendor Ships Package from Warehouse,2020-08-29 23:40:02
3130,339,Package Picked Up by Carrier,2020-09-03 4:05:52
3131,339,Package Shipped by Sea,2020-09-04 10:48:51
3132,339,Parcel Received at Customs,2020-09-20 2:54:28
3133,339,Customs Approved,2020-09-20 17:07:52
3134,339,Package Received at Store,2020-09-20 20:59:10
3135,340,Purchase Requisition Created,2021-06-14 5:10:00
3136,340,Purchase Order Reviewed,2021-06-14 5:10:00
3137,340,Purchased Order Denied,2021-06-16 15:13:35
3138,341,Purchase Requisition Created,2021-12-18 8:22:00
3139,341,Purchase Order Reviewed,2021-12-18 8:22:00
3140,341,Purchase Order Approved,2021-12-22 5:24:51
3141,341,Order Placed with Vendor,2021-12-22 10:18:02
3142,341,Vendor Ships Package from Warehouse,2021-12-22 14:20:43
3143,341,Package Picked Up by Carrier,2021-12-24 0:17:05
3144,341,Package Shipped by Road,2021-12-25 11:24:33
3145,341,Package Received at Warehouse,2021-12-28 8:25:04
3146,341,Package Transferred to Store,2021-12-28 15:28:21
3147,341,Package Received at Store,2021-12-29 23:24:41
3148,342,Purchase Requisition Created,2020-07-28 21:54:00
3149,342,Purchase Order Reviewed,2020-07-28 21:54:00
3150,342,Purchase Order Approved,2020-07-30 13:55:57
3151,342,Order Placed with Vendor,2020-07-30 16:21:04
3152,342,Vendor Ships Package from Warehouse,2020-07-30 18:48:38
3153,342,Package Picked Up by Carrier,2020-08-03 21:33:34
3154,342,Package Shipped by Road,2020-08-04 12:38:19
3155,342,Package Received at Store,2020-08-07 3:30:01
3156,343,Purchase Requisition Created,2020-07-17 15:18:00
3157,343,Purchase Order Reviewed,2020-07-17 15:18:00
3158,343,Purchase Order Approved,2020-07-20 9:33:17
3159,343,Negotiations with Vendor,2020-07-20 16:41:51
3160,343,Order Placed with Vendor,2020-07-25 1:38:33
3161,343,Vendor Ships Package from Warehouse,2020-07-25 5:38:36
3162,343,Package Picked Up by Carrier,2020-07-27 10:25:35
3163,343,Package Shipped by Sea,2020-07-28 4:34:52
