Sorting,caseID,Material Code,Material,Vendor,Amount Ordered
424,425,SI8599,Solvents,Sunlight Industries,56.09535512
425,426,PO9342,Packaging,Pioneer Packaging,13.91964062
426,427,CP7899,Pigments & Colorants,ColorPlus Manufacturing,141.7796945
427,428,PO9342,Packaging,Pioneer Packaging,11.68208974
428,429,SI9085,Additives,Sunlight Industries,65.42060406
429,430,SI9085,Additives,Sunlight Industries,25.05109172
430,431,CP5644,Specialty Resins,ColorPlus Manufacturing,28.08934378
431,432,SI9085,Additives,Sunlight Industries,69.62367881
432,433,SI8599,Solvents,Sunlight Industries,52.86044096
433,434,CP7899,Pigments & Colorants,ColorPlus Manufacturing,99.74023605
434,435,PO9342,Packaging,Pioneer Packaging,10.85074566
435,436,SI9085,Additives,Sunlight Industries,31.25199745
436,437,SI7017,Commodity Resins,Sunlight Industries,8.723951415
437,438,CP7899,Pigments & Colorants,ColorPlus Manufacturing,148.3860677
438,439,SI9085,Additives,Sunlight Industries,47.28209479
439,440,CP5644,Specialty Resins,ColorPlus Manufacturing,40.27487609
440,441,CP5644,Specialty Resins,ColorPlus Manufacturing,37.53759194
441,442,SI8599,Solvents,Sunlight Industries,22.1614016
442,443,SI7017,Commodity Resins,Sunlight Industries,9.920226494
443,444,SI9085,Additives,Sunlight Industries,76.04236907
444,445,SI0179,Latex & Monomers,Sunlight Industries,71.80578548
445,446,SI9085,Additives,Sunlight Industries,49.44380032
446,447,CP5644,Specialty Resins,ColorPlus Manufacturing,29.45134811
447,448,CP7899,Pigments & Colorants,ColorPlus Manufacturing,35.20316793
448,449,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.6566526
449,450,SI9085,Additives,Sunlight Industries,46.1436581
450,451,SI9085,Additives,Sunlight Industries,11.82100463
451,452,SI9085,Additives,Sunlight Industries,27.75482659
452,453,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.87241438
453,454,CP7899,Pigments & Colorants,ColorPlus Manufacturing,140.6966831
454,455,SI8599,Solvents,Sunlight Industries,57.06848618
455,456,SI9085,Additives,Sunlight Industries,49.35867762
456,457,SI9085,Additives,Sunlight Industries,32.40794992
457,458,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.217971012
458,459,PO9342,Packaging,Pioneer Packaging,24.11911439
459,460,CP5644,Specialty Resins,ColorPlus Manufacturing,27.47635827
460,461,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.3700152
461,462,SI8599,Solvents,Sunlight Industries,15.76524414
462,463,SI7017,Commodity Resins,Sunlight Industries,5.369463403
463,464,CP7899,Pigments & Colorants,ColorPlus Manufacturing,85.26110767
464,465,SI9085,Additives,Sunlight Industries,54.35192815
465,466,CP7899,Pigments & Colorants,ColorPlus Manufacturing,114.2804587
466,467,SI8599,Solvents,Sunlight Industries,50.35536281
467,468,CP7899,Pigments & Colorants,ColorPlus Manufacturing,141.0153081
468,469,SI7017,Commodity Resins,Sunlight Industries,5.849847403
469,470,CP5644,Specialty Resins,ColorPlus Manufacturing,35.15757806
470,471,SI8599,Solvents,Sunlight Industries,18.24012847
471,472,SI7017,Commodity Resins,Sunlight Industries,7.010067443
472,473,SI8599,Solvents,Sunlight Industries,46.20846648
473,474,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.96936463
474,475,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.846036056
475,476,PO9342,Packaging,Pioneer Packaging,15.92677161
476,477,SI0179,Latex & Monomers,Sunlight Industries,36.51510475
477,478,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.793200313
478,479,CP7899,Pigments & Colorants,ColorPlus Manufacturing,91.84050412
479,480,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.22116833
480,481,SI8599,Solvents,Sunlight Industries,56.0158841
481,482,PO9342,Packaging,Pioneer Packaging,25.80280542
482,483,CP5644,Specialty Resins,ColorPlus Manufacturing,16.68366862
483,484,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.05115266
484,485,SI7017,Commodity Resins,Sunlight Industries,6.695238188
485,486,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.65120928
486,487,SI7017,Commodity Resins,Sunlight Industries,6.613948391
487,488,SI7017,Commodity Resins,Sunlight Industries,6.424341317
488,489,CP7899,Pigments & Colorants,ColorPlus Manufacturing,96.16245115
489,490,CP5644,Specialty Resins,ColorPlus Manufacturing,28.90408795
490,491,PO9342,Packaging,Pioneer Packaging,29.66416858
491,492,CP5644,Specialty Resins,ColorPlus Manufacturing,25.91699135
492,493,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.351229738
493,494,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.01336559
494,495,SI7017,Commodity Resins,Sunlight Industries,5.392809515
495,496,SI0179,Latex & Monomers,Sunlight Industries,34.20617118
496,497,SI9085,Additives,Sunlight Industries,70.94340484
497,498,SI7017,Commodity Resins,Sunlight Industries,7.178678521
498,499,SI7017,Commodity Resins,Sunlight Industries,9.029411318
499,500,PO9342,Packaging,Pioneer Packaging,25.67230067
500,501,SI8599,Solvents,Sunlight Industries,42.38854257
501,502,SI8599,Solvents,Sunlight Industries,18.96177923
502,503,PO9342,Packaging,Pioneer Packaging,15.24619984
503,504,SI7017,Commodity Resins,Sunlight Industries,9.087971665
504,505,SI8599,Solvents,Sunlight Industries,54.21374188
505,506,SI8599,Solvents,Sunlight Industries,22.72481891
506,507,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.0047955
507,508,PO9342,Packaging,Pioneer Packaging,11.47643319
508,509,SI7017,Commodity Resins,Sunlight Industries,5.688615746
509,510,SI9085,Additives,Sunlight Industries,13.540177
510,511,SI9085,Additives,Sunlight Industries,18.63186915
511,512,PO9342,Packaging,Pioneer Packaging,23.56319923
512,513,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.60701989
513,514,SI9085,Additives,Sunlight Industries,70.01154351
514,515,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.322175595
515,516,CP5644,Specialty Resins,ColorPlus Manufacturing,32.22420023
516,517,CP7899,Pigments & Colorants,ColorPlus Manufacturing,114.140626
517,518,CP7899,Pigments & Colorants,ColorPlus Manufacturing,78.90264187
518,519,CP7899,Pigments & Colorants,ColorPlus Manufacturing,92.55226225
519,520,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.989034627
520,521,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.34565748
521,522,CP5644,Specialty Resins,ColorPlus Manufacturing,21.63417262
522,523,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.41934661
523,524,PO9342,Packaging,Pioneer Packaging,14.57518749
524,525,SI8599,Solvents,Sunlight Industries,33.00107399
525,526,SI7017,Commodity Resins,Sunlight Industries,6.596194902
526,527,CP5644,Specialty Resins,ColorPlus Manufacturing,34.88499846
527,528,CP7899,Pigments & Colorants,ColorPlus Manufacturing,53.37869577
528,529,CP5644,Specialty Resins,ColorPlus Manufacturing,40.25428605
529,530,PO9342,Packaging,Pioneer Packaging,18.93839404
530,531,CP5644,Specialty Resins,ColorPlus Manufacturing,29.56132553
531,532,CP5644,Specialty Resins,ColorPlus Manufacturing,43.64678552
532,533,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.838943
533,534,SI7017,Commodity Resins,Sunlight Industries,8.016933446
534,535,SI9085,Additives,Sunlight Industries,45.21750884
535,536,SI7017,Commodity Resins,Sunlight Industries,7.519842812
536,537,PO9342,Packaging,Pioneer Packaging,10.33644346
537,538,PO9342,Packaging,Pioneer Packaging,27.63550643
538,539,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.315701855
539,540,CP7899,Pigments & Colorants,ColorPlus Manufacturing,127.353501
540,541,SI7017,Commodity Resins,Sunlight Industries,9.77418881
541,542,PO9342,Packaging,Pioneer Packaging,24.77818346
542,543,PO9342,Packaging,Pioneer Packaging,29.06940311
543,544,CP7899,Pigments & Colorants,ColorPlus Manufacturing,36.83562755
544,545,CP5644,Specialty Resins,ColorPlus Manufacturing,19.06214271
545,546,SI8599,Solvents,Sunlight Industries,43.1880272
546,547,SI0179,Latex & Monomers,Sunlight Industries,43.09113152
547,548,SI7017,Commodity Resins,Sunlight Industries,8.25266127
548,549,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.58874168
549,550,SI8599,Solvents,Sunlight Industries,37.56305849
550,551,CP7899,Pigments & Colorants,ColorPlus Manufacturing,36.62933394
551,552,CP5644,Specialty Resins,ColorPlus Manufacturing,20.61947748
552,553,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.899070439
553,554,SI9085,Additives,Sunlight Industries,55.0981896
554,555,CP7899,Pigments & Colorants,ColorPlus Manufacturing,38.57208238
555,556,SI9085,Additives,Sunlight Industries,36.10773269
556,557,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.928900063
557,558,SI8599,Solvents,Sunlight Industries,51.82215972
558,559,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.007154387
559,560,CP7899,Pigments & Colorants,ColorPlus Manufacturing,90.57943522
560,561,CP7899,Pigments & Colorants,ColorPlus Manufacturing,112.8693779
561,562,SI7017,Commodity Resins,Sunlight Industries,3.836257903
562,563,SI7017,Commodity Resins,Sunlight Industries,6.3822188
563,564,SI7017,Commodity Resins,Sunlight Industries,4.437691466
564,565,CP5644,Specialty Resins,ColorPlus Manufacturing,24.15147291
565,566,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.03547349
566,567,PO9342,Packaging,Pioneer Packaging,28.6882255
567,568,CP5644,Specialty Resins,ColorPlus Manufacturing,30.30423151
568,569,CP7899,Pigments & Colorants,ColorPlus Manufacturing,130.232353
569,570,SI7017,Commodity Resins,Sunlight Industries,8.904998898
570,571,SI8599,Solvents,Sunlight Industries,30.45765493
571,572,PO9342,Packaging,Pioneer Packaging,24.11938018
572,573,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.42507404
573,574,SI8599,Solvents,Sunlight Industries,30.21531197
574,575,SI9085,Additives,Sunlight Industries,27.22173822
575,576,CP5644,Specialty Resins,ColorPlus Manufacturing,30.47791989
576,577,SI7017,Commodity Resins,Sunlight Industries,6.139432708
577,578,SI7017,Commodity Resins,Sunlight Industries,3.785967522
578,579,SI9085,Additives,Sunlight Industries,23.01645304
579,580,CP7899,Pigments & Colorants,ColorPlus Manufacturing,111.481832
580,581,CP5644,Specialty Resins,ColorPlus Manufacturing,23.76043813
581,582,CP5644,Specialty Resins,ColorPlus Manufacturing,20.72672479
582,583,SI7017,Commodity Resins,Sunlight Industries,4.982140162
583,584,SI0179,Latex & Monomers,Sunlight Industries,48.49783184
584,585,SI8599,Solvents,Sunlight Industries,31.73645107
585,586,SI7017,Commodity Resins,Sunlight Industries,7.871267051
586,587,SI8599,Solvents,Sunlight Industries,46.24346119
587,588,PO9342,Packaging,Pioneer Packaging,16.33103622
588,589,PO9342,Packaging,Pioneer Packaging,22.48951027
589,590,SI0179,Latex & Monomers,Sunlight Industries,71.79140821
590,591,CP7899,Pigments & Colorants,ColorPlus Manufacturing,56.83680231
591,592,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.794998579
592,593,SI9085,Additives,Sunlight Industries,76.8116876
593,594,SI8599,Solvents,Sunlight Industries,24.02878474
594,595,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.77116943
595,596,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.367099129
596,597,CP5644,Specialty Resins,ColorPlus Manufacturing,39.8566489
597,598,PO9342,Packaging,Pioneer Packaging,15.96053253
598,599,SI7017,Commodity Resins,Sunlight Industries,5.814489152
599,600,SI8599,Solvents,Sunlight Industries,51.70528879
600,601,SI7017,Commodity Resins,Sunlight Industries,6.734697758
601,602,CP5644,Specialty Resins,ColorPlus Manufacturing,23.82698581
602,603,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.82368039
603,604,SI0179,Latex & Monomers,Sunlight Industries,95.69202872
604,605,CP5644,Specialty Resins,ColorPlus Manufacturing,20.67856737
605,606,PO9342,Packaging,Pioneer Packaging,29.63075278
606,607,SI8599,Solvents,Sunlight Industries,32.69000061
607,608,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.445436019
608,609,SI0179,Latex & Monomers,Sunlight Industries,62.0172622
609,610,CP7899,Pigments & Colorants,ColorPlus Manufacturing,30.78412441
610,611,SI9085,Additives,Sunlight Industries,62.27242294
611,612,SI8599,Solvents,Sunlight Industries,46.26555955
612,613,SI9085,Additives,Sunlight Industries,25.53480101
613,614,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.65886649
614,615,SI9085,Additives,Sunlight Industries,20.47190249
615,616,SI8599,Solvents,Sunlight Industries,23.16878726
616,617,SI9085,Additives,Sunlight Industries,79.94500991
617,618,SI7017,Commodity Resins,Sunlight Industries,3.826945835
618,619,SI8599,Solvents,Sunlight Industries,39.64313219
619,620,CP5644,Specialty Resins,ColorPlus Manufacturing,24.46820245
620,621,PO9342,Packaging,Pioneer Packaging,25.59079668
621,622,SI7017,Commodity Resins,Sunlight Industries,9.998022504
622,623,CP7899,Pigments & Colorants,ColorPlus Manufacturing,68.11268398
623,624,SI8599,Solvents,Sunlight Industries,50.91726796
624,625,CP5644,Specialty Resins,ColorPlus Manufacturing,22.86547831
625,626,SI7017,Commodity Resins,Sunlight Industries,8.145143906
626,627,SI7017,Commodity Resins,Sunlight Industries,7.823038088
627,628,SI9085,Additives,Sunlight Industries,33.82434333
628,629,CP7899,Pigments & Colorants,ColorPlus Manufacturing,101.2370248
629,630,PO9342,Packaging,Pioneer Packaging,22.43555061
630,631,PO9342,Packaging,Pioneer Packaging,21.12998703
631,632,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.846276085
632,633,CP5644,Specialty Resins,ColorPlus Manufacturing,20.83799148
633,634,SI7017,Commodity Resins,Sunlight Industries,7.428828397
634,635,PO9342,Packaging,Pioneer Packaging,10.2409276
635,636,PO9342,Packaging,Pioneer Packaging,24.09811325
636,637,PO9342,Packaging,Pioneer Packaging,21.42284167
637,638,CP5644,Specialty Resins,ColorPlus Manufacturing,26.96880342
638,639,PO9342,Packaging,Pioneer Packaging,11.75513564
639,640,SI7017,Commodity Resins,Sunlight Industries,5.795416642
640,641,SI9085,Additives,Sunlight Industries,49.82379061
641,642,CP7899,Pigments & Colorants,ColorPlus Manufacturing,55.55931083
642,643,SI9085,Additives,Sunlight Industries,34.60671668
643,644,SI8599,Solvents,Sunlight Industries,44.53041873
644,645,SI0179,Latex & Monomers,Sunlight Industries,69.35480648
645,646,SI8599,Solvents,Sunlight Industries,53.84953061
646,647,SI0179,Latex & Monomers,Sunlight Industries,76.11482153
647,648,SI8599,Solvents,Sunlight Industries,15.8429594
648,649,PO9342,Packaging,Pioneer Packaging,28.40442993
649,650,SI9085,Additives,Sunlight Industries,39.97555385
650,651,SI7017,Commodity Resins,Sunlight Industries,8.461029241
651,652,PO9342,Packaging,Pioneer Packaging,29.1047878
652,653,SI9085,Additives,Sunlight Industries,60.67774987
653,654,CP7899,Pigments & Colorants,ColorPlus Manufacturing,143.496859
654,655,SI9085,Additives,Sunlight Industries,34.17646035
655,656,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.1050011
656,657,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.40474145
657,658,SI9085,Additives,Sunlight Industries,60.18293524
658,659,SI8599,Solvents,Sunlight Industries,32.95412663
659,660,SI7017,Commodity Resins,Sunlight Industries,3.354424646
660,661,SI8599,Solvents,Sunlight Industries,34.22281781
661,662,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.51867309
662,663,SI7017,Commodity Resins,Sunlight Industries,4.702583961
663,664,PO9342,Packaging,Pioneer Packaging,27.19737872
664,665,SI9085,Additives,Sunlight Industries,46.64698136
665,666,SI7017,Commodity Resins,Sunlight Industries,4.413335406
666,667,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.54291462
667,668,SI7017,Commodity Resins,Sunlight Industries,5.731545331
668,669,SI0179,Latex & Monomers,Sunlight Industries,45.87812429
669,670,CP5644,Specialty Resins,ColorPlus Manufacturing,22.98159285
670,671,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.001831914
671,672,PO9342,Packaging,Pioneer Packaging,20.2198847
672,673,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.383347897
673,674,CP5644,Specialty Resins,ColorPlus Manufacturing,15.94500372
674,675,CP5644,Specialty Resins,ColorPlus Manufacturing,34.75202962
675,676,SI9085,Additives,Sunlight Industries,52.2326762
676,677,SI9085,Additives,Sunlight Industries,71.28362472
677,678,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.05960735
678,679,CP7899,Pigments & Colorants,ColorPlus Manufacturing,63.90479531
679,680,CP7899,Pigments & Colorants,ColorPlus Manufacturing,63.48129209
680,681,PO9342,Packaging,Pioneer Packaging,13.51204381
681,682,SI7017,Commodity Resins,Sunlight Industries,8.153641237
682,683,PO9342,Packaging,Pioneer Packaging,14.76857312
683,684,PO9342,Packaging,Pioneer Packaging,29.32703077
684,685,SI0179,Latex & Monomers,Sunlight Industries,66.09644801
685,686,CP7899,Pigments & Colorants,ColorPlus Manufacturing,83.73327297
686,687,SI9085,Additives,Sunlight Industries,28.0207943
687,688,PO9342,Packaging,Pioneer Packaging,20.70462737
688,689,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.23317381
689,690,SI8599,Solvents,Sunlight Industries,35.60126924
690,691,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.651521836
691,692,SI9085,Additives,Sunlight Industries,63.97770184
692,693,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.439369653
693,694,CP7899,Pigments & Colorants,ColorPlus Manufacturing,80.08261505
694,695,PO9342,Packaging,Pioneer Packaging,18.6046793
695,696,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.73170453
696,697,SI8599,Solvents,Sunlight Industries,41.96329225
697,698,PO9342,Packaging,Pioneer Packaging,13.18274753
698,699,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.46892983
699,700,SI8599,Solvents,Sunlight Industries,43.82619447
700,701,SI7017,Commodity Resins,Sunlight Industries,4.466721044
701,702,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.842857042
702,703,SI7017,Commodity Resins,Sunlight Industries,6.065510099
703,704,CP5644,Specialty Resins,ColorPlus Manufacturing,43.29579842
704,705,SI7017,Commodity Resins,Sunlight Industries,9.516555502
705,706,PO9342,Packaging,Pioneer Packaging,17.44850024
706,707,SI7017,Commodity Resins,Sunlight Industries,4.515928368
707,708,SI7017,Commodity Resins,Sunlight Industries,5.921756294
708,709,SI9085,Additives,Sunlight Industries,51.23382225
709,710,SI9085,Additives,Sunlight Industries,31.89895577
710,711,SI7017,Commodity Resins,Sunlight Industries,4.589613059
711,712,SI0179,Latex & Monomers,Sunlight Industries,54.40741342
712,713,CP5644,Specialty Resins,ColorPlus Manufacturing,30.27593533
713,714,CP7899,Pigments & Colorants,ColorPlus Manufacturing,142.462758
714,715,CP7899,Pigments & Colorants,ColorPlus Manufacturing,86.22141355
715,716,CP7899,Pigments & Colorants,ColorPlus Manufacturing,69.88032931
716,717,SI9085,Additives,Sunlight Industries,45.98289894
717,718,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.653476539
718,719,SI7017,Commodity Resins,Sunlight Industries,3.891929053
719,720,CP5644,Specialty Resins,ColorPlus Manufacturing,19.35487771
720,721,SI0179,Latex & Monomers,Sunlight Industries,69.26085409
721,722,SI9085,Additives,Sunlight Industries,11.57322265
722,723,SI8599,Solvents,Sunlight Industries,30.84456659
723,724,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.683442902
724,725,CP5644,Specialty Resins,ColorPlus Manufacturing,32.89990448
725,726,CP5644,Specialty Resins,ColorPlus Manufacturing,44.77008364
726,727,SI9085,Additives,Sunlight Industries,76.92303367
727,728,CP7899,Pigments & Colorants,ColorPlus Manufacturing,30.78165421
728,729,CP5644,Specialty Resins,ColorPlus Manufacturing,21.87889086
729,730,PO9342,Packaging,Pioneer Packaging,17.80124026
730,731,SI8599,Solvents,Sunlight Industries,36.02089852
731,732,SI9085,Additives,Sunlight Industries,31.04417469
732,733,SI0179,Latex & Monomers,Sunlight Industries,41.31692002
733,734,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.232968038
734,735,CP5644,Specialty Resins,ColorPlus Manufacturing,18.84327098
735,736,CP5644,Specialty Resins,ColorPlus Manufacturing,16.00231089
736,737,SI8599,Solvents,Sunlight Industries,30.30532826
737,738,CP5644,Specialty Resins,ColorPlus Manufacturing,32.59127093
738,739,SI0179,Latex & Monomers,Sunlight Industries,58.83856376
739,740,CP5644,Specialty Resins,ColorPlus Manufacturing,28.79311718
740,741,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.995886617
741,742,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.26495794
742,743,CP5644,Specialty Resins,ColorPlus Manufacturing,42.9754396
743,744,CP5644,Specialty Resins,ColorPlus Manufacturing,29.29893877
744,745,SI7017,Commodity Resins,Sunlight Industries,8.148380423
745,746,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.1104145
746,747,SI8599,Solvents,Sunlight Industries,16.81868324
747,748,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.951504204
748,749,SI8599,Solvents,Sunlight Industries,56.34113924
749,750,PO9342,Packaging,Pioneer Packaging,10.74259028
750,751,CP7899,Pigments & Colorants,ColorPlus Manufacturing,148.6769805
751,752,CP7899,Pigments & Colorants,ColorPlus Manufacturing,72.99828484
752,753,SI8599,Solvents,Sunlight Industries,44.95412661
753,754,PO9342,Packaging,Pioneer Packaging,27.51616469
754,755,SI9085,Additives,Sunlight Industries,11.36538767
755,756,CP7899,Pigments & Colorants,ColorPlus Manufacturing,51.39793178
756,757,CP5644,Specialty Resins,ColorPlus Manufacturing,39.27569957
757,758,CP5644,Specialty Resins,ColorPlus Manufacturing,27.72218429
758,759,SI8599,Solvents,Sunlight Industries,28.23351386
759,760,SI8599,Solvents,Sunlight Industries,27.70646718
760,761,PO9342,Packaging,Pioneer Packaging,22.85170548
761,762,CP5644,Specialty Resins,ColorPlus Manufacturing,38.80863236
762,763,SI7017,Commodity Resins,Sunlight Industries,7.406572627
763,764,PO9342,Packaging,Pioneer Packaging,15.42737752
764,765,CP7899,Pigments & Colorants,ColorPlus Manufacturing,102.5659479
765,766,CP7899,Pigments & Colorants,ColorPlus Manufacturing,113.0898061
766,767,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.704048526
767,768,CP5644,Specialty Resins,ColorPlus Manufacturing,44.26434021
768,769,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.71235771
769,770,SI0179,Latex & Monomers,Sunlight Industries,93.01941443
770,771,CP7899,Pigments & Colorants,ColorPlus Manufacturing,141.7621999
771,772,SI8599,Solvents,Sunlight Industries,21.61562954
772,773,PO9342,Packaging,Pioneer Packaging,13.70477919
773,774,SI7017,Commodity Resins,Sunlight Industries,6.43309361
774,775,CP5644,Specialty Resins,ColorPlus Manufacturing,37.12734135
775,776,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.452599094
776,777,SI7017,Commodity Resins,Sunlight Industries,7.769940913
777,778,CP7899,Pigments & Colorants,ColorPlus Manufacturing,135.9461114
778,779,SI8599,Solvents,Sunlight Industries,47.00168909
779,780,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.721158529
780,781,SI9085,Additives,Sunlight Industries,58.8662081
781,782,SI7017,Commodity Resins,Sunlight Industries,6.09449535
782,783,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.108715973
783,784,SI9085,Additives,Sunlight Industries,66.44913701
784,785,CP5644,Specialty Resins,ColorPlus Manufacturing,35.1735396
785,786,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.669244566
786,787,SI8599,Solvents,Sunlight Industries,50.43745017
787,788,CP5644,Specialty Resins,ColorPlus Manufacturing,28.86979765
788,789,SI7017,Commodity Resins,Sunlight Industries,7.359334823
789,790,PO9342,Packaging,Pioneer Packaging,25.00414927
790,791,CP7899,Pigments & Colorants,ColorPlus Manufacturing,88.19812671
791,792,SI9085,Additives,Sunlight Industries,73.38035888
792,793,PO9342,Packaging,Pioneer Packaging,11.22316538
793,794,SI7017,Commodity Resins,Sunlight Industries,4.290098817
794,795,CP7899,Pigments & Colorants,ColorPlus Manufacturing,80.39445647
795,796,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.157481559
796,797,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.469434758
797,798,PO9342,Packaging,Pioneer Packaging,19.86249621
798,799,PO9342,Packaging,Pioneer Packaging,25.42473774
799,800,CP5644,Specialty Resins,ColorPlus Manufacturing,31.25663314
800,801,SI0179,Latex & Monomers,Sunlight Industries,71.14139973
801,802,PO9342,Packaging,Pioneer Packaging,27.25737263
802,803,SI9085,Additives,Sunlight Industries,52.92893884
803,804,SI0179,Latex & Monomers,Sunlight Industries,68.62399078
804,805,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.88514939
805,806,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.344431952
806,807,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.25552302
807,808,CP5644,Specialty Resins,ColorPlus Manufacturing,35.96889275
808,809,SI9085,Additives,Sunlight Industries,76.3025766
809,810,SI9085,Additives,Sunlight Industries,55.3448524
810,811,SI8599,Solvents,Sunlight Industries,39.56999197
811,812,SI9085,Additives,Sunlight Industries,13.00018973
812,813,SI7017,Commodity Resins,Sunlight Industries,5.818663268
813,814,SI8599,Solvents,Sunlight Industries,37.79802039
814,815,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.340769113
815,816,SI7017,Commodity Resins,Sunlight Industries,3.785627177
816,817,SI8599,Solvents,Sunlight Industries,52.45571442
817,818,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.54880311
818,819,PO9342,Packaging,Pioneer Packaging,23.32646344
819,820,SI7017,Commodity Resins,Sunlight Industries,7.745876744
820,821,SI8599,Solvents,Sunlight Industries,40.41570051
821,822,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.983827073
822,823,SI0179,Latex & Monomers,Sunlight Industries,51.08626258
823,824,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.20441351
824,825,SI7017,Commodity Resins,Sunlight Industries,9.574724719
825,826,SI8599,Solvents,Sunlight Industries,20.31670921
826,827,CP7899,Pigments & Colorants,ColorPlus Manufacturing,132.4701394
827,828,SI0179,Latex & Monomers,Sunlight Industries,75.99873874
828,829,SI8599,Solvents,Sunlight Industries,56.03467487
829,830,PO9342,Packaging,Pioneer Packaging,14.15361768
830,831,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.6360201
831,832,SI0179,Latex & Monomers,Sunlight Industries,35.84078613
832,833,SI9085,Additives,Sunlight Industries,39.66543288
833,834,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.297704972
834,835,SI8599,Solvents,Sunlight Industries,31.35010271
835,836,SI7017,Commodity Resins,Sunlight Industries,6.241866624
836,837,CP5644,Specialty Resins,ColorPlus Manufacturing,27.17291572
837,838,SI7017,Commodity Resins,Sunlight Industries,7.36827325
838,839,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.490559434
839,840,CP7899,Pigments & Colorants,ColorPlus Manufacturing,41.10344128
840,841,PO9342,Packaging,Pioneer Packaging,26.94590764
841,842,PO9342,Packaging,Pioneer Packaging,13.95896557
842,843,SI9085,Additives,Sunlight Industries,20.76786242
843,844,SI7017,Commodity Resins,Sunlight Industries,5.992288275
844,845,PO9342,Packaging,Pioneer Packaging,11.10296044
845,846,SI9085,Additives,Sunlight Industries,74.0921122
